"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"JHX","JAMES HARDIE INDUSTRIES PLC","2001-10-15","Materials",17589607068
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",1021077313
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1796221863
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",421183072
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",15010380
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",4754708
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",214023543
"JRV","JERVOIS GLOBAL LIMITED","1980-12-01","Materials",1124615711
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",2492285
"JXT","JAXSTA LTD","2010-09-21","Software & Services",14045706
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",74911801
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",34542804
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",52976524
"KAL","KALGOORLIE GOLD MINING LIMITED","2021-11-17","Materials",10804325
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",14706197
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",1028397304
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",37480009
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",25364023
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",19155405
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",12060703
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",297676009
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",341485892
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",5903784
"KFE","KOGI IRON LIMITED","1987-01-16","Materials",10600294
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",8450000
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",7961498
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",137310254
"KGLN","KGL RESOURCES LIMITED","2005-03-17","Materials",137310254
"KGM","KALNORTH GOLD MINES LIMITED","2005-01-20","Materials","N/A"
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",374246611
"KIL","KILAND LTD","2002-07-08","Materials",83295672
"KIN","KIN MINING NL","2013-10-02","Materials",67558448
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",795500000
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",49472133
"KLI","KILLI RESOURCES LIMITED","2022-02-10","Class Pend",11180000
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",101627250
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate",9720000
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",2358406
"KLS","KELSIAN GROUP LIMITED","2013-10-16","Consumer Services",1729720460
"KMD","KMD BRANDS LIMITED","2009-11-13","Retailing",815351592
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",59345298
"KMT","KOPORE METALS LIMITED","2011-07-01","Materials",23607834
"KNB","KOONENBERRY GOLD LIMITED","2021-09-28","Materials",10777418
"KNG","KINGSLAND MINERALS LTD",,"Class Pend",0
"KNI","KUNIKO LIMITED","2021-08-24","Materials",57107294
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",32301064
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",18804067
"KOB","KOBA RESOURCES LIMITED","2022-05-04","Materials",13000000
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",12112650
"KOV","KORVEST LTD","1970-09-17","Capital Goods",85192417
"KP2","KORE POTASH PLC","2017-11-07","Materials",67509889
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",209700000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",37794450
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",52676856
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",38838124
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",223901337
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",249634233
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",53660027
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",103545008
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",26887374
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods",47994484
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",32801358
"KYK","KYCKR LIMITED","2016-09-07","Software & Services",32255991
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",107113973
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",45010256
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",182183510
"LAN","LANYON INVESTMENT COMPANY LIMITED","2015-12-01","Not Applic","N/A"
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",122142869
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",13034088
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",95092400
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",28471237
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",17837344
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",15325547
"LCL","LOS CERROS LIMITED","2007-10-02","Materials",42801749
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",5141819
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",153763829
"LDR","LODE RESOURCES LTD","2021-07-02","Materials",13994050
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","2021-07-05","Health Care Equipment & Services",46740863
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",179083822
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",108013500
"LER","LEAF RESOURCES LTD","1999-01-05","Materials","N/A"
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",41574280
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",1548360000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",1822499999
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",268545446
"LGM","LEGACY MINERALS HOLDINGS LIMITED","2021-09-13","Materials",11652203
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",86496038
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",14691450
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",1268132439
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",23003185
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",17044409
"LIS","LI-S ENERGY LIMITED","2021-09-28","Capital Goods",326502117
"LIT","LITHIUM AUSTRALIA LIMITED","2007-10-30","Materials",90058504
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",1870216388
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy",45040352
"LKY","LOCKSLEY RESOURCES LIMITED","2021-07-08","Materials",6720000
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",7722646775
"LLL","LEO LITHIUM LIMITED",,"Class Pend",0
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",208027818
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",157022142
"LME","LIMEADE INC.","2019-12-20","Software & Services",89103719
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",112258409
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials","N/A"
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","2015-10-27","Software & Services",2549547781
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",14787195
"LNY","LANEWAY RESOURCES LTD","1987-04-02","Materials",28359074
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",69095911
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",337485243
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",1692489425
"LPD","LEPIDICO LTD","1994-04-19","Materials",165875797
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",8387268
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",225198427
"LPM","LITHIUM PLUS MINERALS LTD.","2022-04-26","Materials",64020000
"LRD","LORD RESOURCES LIMITED","2022-04-07","Materials",10941754
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",216882366
"LRL","LABYRINTH RESOURCES LIMITED","1971-07-28","Materials",25327636
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",220913473
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",51916957
"LRV","LARVOTTO RESOURCES LIMITED","2021-12-06","Materials",18699701
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",25061241
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1686808326
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",19122811
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",66812866
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",2729320372
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",11085144
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",3283268
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",81763716
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",61845778
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",7553184707
"LYK","LYKOS METALS LIMITED","2021-10-21","Materials",28917001
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",238441356
"LYN","LYCAON RESOURCES LTD","2021-11-17","Materials",13972500
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",7013084
"M2M","MT MALCOLM MINES NL","2021-09-10","Materials",7127568
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Materials",9150391
"M3M","M3 MINING LIMITED","2021-07-29","Materials",4984875
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",127771936
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",8112564
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",524000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",1041115395
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",16032668
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",355572660
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",98876157
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",22695085
"MAP","MICROBA LIFE SCIENCES LIMITED","2022-04-05","Health Care Equipment & Services",89166349
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1384059478
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",21537277
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",307349662
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",307349662
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",287270912
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",165129762
"MBK","METAL BANK LIMITED","2011-03-02","Materials",14343000
"MBX","MY FOODIE BOX LIMITED","2022-01-07","Food & Staples Retailing",9714999
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",153050678
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",21910714
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Food, Beverage & Tobacco",88528433
"MCM","MC MINING LIMITED","1980-04-24","Energy",25061850
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",110637366
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",988068614
"MCT","METALICITY LIMITED","2005-12-21","Materials",12978088
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials","N/A"
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",7309956421
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",30795810
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",16526460
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",70432925
"MDX","MINDAX LIMITED","2004-12-08","Materials","N/A"
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",62568726
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",8389465
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",55893020
"MEG","MEGADO GOLD LIMITED","2020-10-27","Materials",8580000
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",16789271
"MEK","MEEKA GOLD LIMITED","1999-12-21","Materials",38656181
"MEL","METGASCO LTD","2004-12-23","Energy",22320064
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",45946344
"MEU","MARMOTA LIMITED","2007-11-21","Energy",49004066
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",11160855519
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",220618147
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",87289163
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1414869840
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",2947297478
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Not Applic",2326256765
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",1313863853
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",28389808
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",8595891122
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",82153419
"MGTNF","MAGNETITE MINES LIMITED.","2006-04-06","Materials",82153419
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",33897618
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",155780155
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",762657861
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",16789066
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",5655990
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",419348204
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",13959695
"MI6","MINERALS 260 LIMITED","2021-10-12","Materials",79200000
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",19964151
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",9972798784
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",51601116
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",602722662
"MIRNB","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",602722662
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",29814845
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",14587615
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",62924484
"MLD","MACA LIMITED","2010-11-03","Materials",273368677
"MLG","MLG OZ LIMITED","2021-05-04","Materials",90314881
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",16648159
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",37296546
"MLX","METALS X LIMITED","2004-08-26","Materials",485387346
"MM1","MIDAS MINERALS LTD","2021-09-07","Materials",17913598
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",46942108
"MMA","MARONAN METALS LIMITED","2022-04-29","Materials",51000000
"MMC","MITRE MINING CORPORATION LIMITED","2021-09-30","Materials",4959015
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",273524310
"MMG","MONGER GOLD LTD","2021-07-06","Materials",9800000
"MMI","METRO MINING LIMITED","2009-12-04","Materials",68741703
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",125541940
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",851965988
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",70963816
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",960248066
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",376929278
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials",476691479
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",11267785
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",5205148
"MOQ","MOQ LIMITED","2000-12-19","Software & Services",19550549
"MOT","METRICS INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",564266665
"MOV","MOVE LOGISTICS GROUP LIMITED",,"Transportation",0
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",55932724
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",1153027817
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",52401442
"MPG","MANY PEAKS GOLD LIMITED","2022-03-16","Materials",13729625
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",8812810368
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",50052083
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",6219358
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",42549364
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",69064247613
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",29927855
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Materials",8782399
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",58848970
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",40505069
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",10808210
"MRI","MY REWARDS INTERNATIONAL LIMITED","2022-02-11","Commercial & Professional Services",13310543
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",27639439
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",201223812
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",13102940
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",52453206
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",20110785
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",637445460
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",7936931
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",4089118
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",69211171
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",86605328
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",4555027
"MTC","METALSTECH LIMITED","2017-02-24","Materials",61665898
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",20441631
"MTM","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",7229205
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",161054513
"MTR","METAL TIGER PLC","2021-05-27","Materials",55909780
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",4615288858
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",459769111
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",27468455
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",214628222
"MWY","MIDWAY LIMITED","2016-12-08","Materials",76855875
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",76139954
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",62544642
"MXI","MAXIPARTS LIMITED","1994-12-07","Capital Goods",93846024
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",13525400
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",21935498
"MXT","METRICS MASTER INCOME TRUST","2017-10-09","Not Applic",1586670709
"MYD","MYDEAL.COM.AU LIMITED","2020-10-22","Retailing",154002247
"MYE","METAROCK GROUP LIMITED","2010-05-07","Materials",65496274
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",32610922
"MYL","MALLEE RESOURCES LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",361362679
"MYS","MYSTATE LIMITED","2009-09-10","Banks",504107519
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",467682801
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",47744291
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",18176670
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",102277538915
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",42413066
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",15794888
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",23604723
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",78276231
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1065471132
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",634410009
"NC1","NICO RESOURCES LIMITED","2022-01-19","Materials",98280002
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",13027557
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",74411870
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",758970000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",22074910
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",22390599802
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",8454736
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",272460683
"NEA","NEARMAP LTD","2000-12-07","Software & Services",596389001
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",4058835942
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",5003052
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",166421177
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",477173001
"NEW","NEW ENERGY SOLAR LIMITED","2017-12-04","Utilities",261279209
"NFL","NORFOLK METALS LIMITED","2022-03-22","Materials",5445000
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",29573321
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",351939027
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",16703043
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",34061976
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",2963191212
"NHE","NOBLE HELIUM LIMITED","2022-04-08","Energy",36632038
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",3305554337
"NIC","NICKEL MINES LIMITED","2018-08-20","Materials",3154620889
"NIM","NIMY RESOURCES LIMITED","2021-11-22","Materials",43447196
"NIS","NICKELSEARCH LIMITED","2021-10-18","Materials",17170563
"NKL","NICKELX LIMITED","2021-05-07","Materials",10315292
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",6675591
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",110538444
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",16851835
"NMT","NEOMETALS LTD","2002-07-10","Materials",685470495
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",12848096
"NNL","NORDIC NICKEL LIMITED",,"Class Pend",0
"NOL","NOBLEOAK LIFE LIMITED","2021-07-22","Insurance",184330607
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",4463127
"NOU","NOUMI LIMITED","1985-11-07","Food, Beverage & Tobacco",55421864
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",75441942
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",75981867
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",8849750
"NPR","NEWMARK PROPERTY REIT","2021-12-06","Real Estate",296086724
"NRX","NORONEX LIMITED","2017-11-15","Materials",10170860
"NRZ","NEURIZER LTD","2005-03-17","Energy",156909793
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",31563761
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",116282447
"NSE","NEW STANDARD ENERGY LIMITED","2007-08-15","Energy","N/A"
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Materials",30031750
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2689871195
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",10171551918
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",16674172
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",144469922
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",37675753
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",6254451
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",313772555
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",194557988
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",15264597
"NUF","NUFARM LIMITED","1988-11-10","Materials",2432122598
"NUHDB","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",0
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",104517325
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",4451120
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",1958031392
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",70263724
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",228057821
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",300815711
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",831008031
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3006211836
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",8669155
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",14880819489
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",14880819489
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",2804284659
